Key,Domain,Topic,Difficulty,Question,Option1,Option2,Option3,Option4,CorrectAnswer,Description,ImagePath,SourceURL
Question_MQ_Parsed_Culture_Normal_0114,Culture,Humanities,Normal,"With whom did Clytemnestra have an affair, and conspire to kill Agamemnon while Agamemnon was away fighting in the Trojan War?",Aletes,Aegisthus,Pylades,Aerope,Aegisthus,"Pelopia abandoned Aegisthus and he was raised by shepherds before being adopted by his uncle Atreus. Thyestes had hidden his face when he raped Pelopia, and she took his sword off him and gave it to Aegisthus; when she recognised the sword as being her father's, and realised Aegisthus was the product of incest, she killed herself. Atreus sent Aegisthus to kill Thyestes in revenge, but Thyestes saw the sword and accepted Aegisthus as his son, and Aegisthus killed Atreus instead. The two then ruled Mycenae until Menelaus and Agamemnon overthrew them. Aegisthus went into hiding after Thyestes was killed, but returned to Mycenae while Agamemnon was fighting in the Trojan War. Clytemnestra was ruling the city in his absence, and began a love affair with Aegisthus; in some versions, he seduced her, while in other versions, she fell in love with him. Both of them had motives for revenge; Clytemnestra wanted to avenge Iphigenia's death, while Aegisthus wanted to take back the throne of Mycenae and avenge his father. (Aerope was Atreus' wife, Pylades was a friend of Orestes, and Aletes was Aegisthus' son, murdered by Orestes.)",,https://www.funtrivia.com/quiz/humanities/had-enough-419730.html
Question_MQ_Parsed_Culture_Normal_0115,Culture,Humanities,Normal,"Agamemnon angered Clytemnestra further when he brought home a pallake, or concubine, from Troy. Who was this princess, who was cursed with seeing visions that nobody would ever believe?",Cassandra,Andromache,Polyxena,Creusa,Cassandra,"Agamemnon angered Clytemnestra further when he brought home a pallake, or concubine, from Troy. Who was this princess, who was cursed with seeing visions that nobody would ever believe. ) Apollo gave her the gift of prophecy, but when she rejected his advances, he cursed her to speak the truth and never be believed.",,https://www.funtrivia.com/quiz/humanities/had-enough-419730.html
Question_MQ_Parsed_Culture_Normal_0116,Culture,Humanities,Normal,Where was Agamemnon when Clytemnestra stabbed him to death?,In his bath,Sitting on his throne,In bed,Eating dinner,In his bath,"Electra stayed in the palace and was often depicted as having a bad relationship with her stepfather. When Orestes returned after being ordered to avenge Agamemnon's death by Apollo via the Oracle of Delphi, Electra encouraged him and he killed both Clytemnestra and Aegisthus, as well as their children Helen and Aletes in some versions. Before she died, Clytemnestra cursed Orestes to be hounded by the Furies. Orestes was d",,https://www.funtrivia.com/quiz/humanities/had-enough-419730.html
Question_MQ_Parsed_Culture_Normal_0117,Culture,Humanities,Normal,"Apollo ordered Orestes to kill Clytemnestra and avenge his father's death, but matricide was a serious crime in ancient Greece and Orestes was hounded by the Furies, forcing him to flee to Athens. Which god or goddess acted as the judge at his trial?",Hera,Athena,Ares,Hermes,Athena,"Electra stayed in the palace and was often depicted as having a bad relationship with her stepfather. When Orestes returned after being ordered to avenge Agamemnon's death by Apollo via the Oracle of Delphi, Electra encouraged him and he killed both Clytemnestra and Aegisthus, as well as their children Helen and Aletes in some versions. Before she died, Clytemnestra cursed Orestes to be hounded by the Furies. Orestes was driven mad by the Furies and went to Athens, where he begged to be put on trial. Athena acted as judge and acquitted him, and ordered the Furies to leave him alone, although in some versions of the myth, three continued to pursue him. In some versions, Apollo also ordered Orestes to go to Tauris and get a statue of Artemis back; when he and his friend Pylades went there, they were arrested and sentenced to be sacrificed to Artemis, but the priestess of Artemis turned out to be Iphigenia and helped them return the statue. Orestes later married his cousin Hermione, daughter of Helen, and became king of Mycenae, while Pylades married Electra.",,https://www.funtrivia.com/quiz/humanities/had-enough-419730.html
Question_MQ_Parsed_Culture_Normal_0118,Culture,General,Normal,"Since 2005, one particular Global Day has been designated an international day for which hearty form of amusement?",Titters,Belly laughs,Smirks,Giggles,Belly laughs,"Medical researchers have long considered laughter to be a very positive contributing factor to our overall health. It releases many happy chemicals in the brain and boosts both our physical and psychological well-being, as detailed, for example, in Ramon Moira-Ripoll's 2011 work, ""The Therapeutic Value of Laughter in Medicine"". The Global Belly Laugh Day was instigated in 2005 by professional yoga instructor, Elaine Helle, and so the official gift of celebrating laughter has chuckled on ever since - hopefully without taxes.",,https://www.funtrivia.com/quiz/general/anything-goes-number-thirteen-418929.html
Question_MQ_Parsed_Culture_Normal_0119,Culture,General,Normal,"What did Jenny do in a well known, innocent and happy little poem written by English writer, Leigh Hunt, in 1838?",Jenny Blushed,Jenny Picked Flowers,Jenny Kissed Me,Jenny Ran Away,Jenny Kissed Me,"Who amongst us has not looked back on a similar innocent and happy memory from their youth with a smile, a sigh - and a flash of sweet remembrance? Its innocent gentle lines follow below: ""Jenny kissed me when we met, Jumping from the chair she sat in; Time, you thief, who love to get Sweets into your list, put that in: Say I'm weary, say I'm sad, Say that health and wealth have missed me, Say I'm growing old, but add, Jenny kissed me.""",,https://www.funtrivia.com/quiz/general/anything-goes-number-thirteen-418929.html
Question_MQ_Parsed_Culture_Normal_0120,Culture,Music,Normal,Question 1,on,on,on,,on,,,https://www.funtrivia.com/quiz/music/rock-antonyms-351854.html
Question_MQ_Parsed_Culture_Normal_0121,Culture,Music,Normal,Who sang these lyrics?,Kelly Clarkson,Ashton Shepard,Trisha Yearwood,Kellie Pickler,Kellie Pickler,"He even thought she would make it to the top three, though she didn't. This song is called ""Best Days of Your Life"".",,https://www.funtrivia.com/quiz/music/country-ladies-304090.html
Question_MQ_Parsed_Culture_Normal_0122,Culture,Music,Normal,"What was the highest spot on the US country charts held by ""Lookin' for a Good Time"", released by Lady Antebellum in 2008?",14,7,11,3,11,Martina has had many awards. Some include: 2001 and 2002 Academy of Country Music Top Female Vocalist and 2003 American Music Awards Favorite Female Country Artist.,,https://www.funtrivia.com/quiz/music/country-ladies-304090.html
Question_MQ_Parsed_Culture_Normal_0123,Culture,Music,Normal,Martina McBride sang many songs. Which of these did she NOT sing?,"""Wild Rebel Rose""","""In My Daughter's Eyes""","""Mary's Song (Oh My My My)""","""From the Ashes""","""Mary's Song (Oh My My My)""",Some include: 2001 and 2002 Academy of Country Music Top Female Vocalist and 2003 American Music Awards Favorite Female Country Artist.,,https://www.funtrivia.com/quiz/music/country-ladies-304090.html
Question_MQ_Parsed_Culture_Normal_0124,Culture,Music,Normal,In which state was LeAnn Rimes born?,Kentucky,Mississippi,Texas,Utah,Mississippi,"Becoming a star at age 13, LeAnn was the youngest country music star since Tanya Tucker.",,https://www.funtrivia.com/quiz/music/country-ladies-304090.html
Question_MQ_Parsed_Culture_Normal_0125,Culture,Music,Normal,What are the names of the two female vocalists in the band Gloriana?,Cheyenne Kimball and Rachel Reinert,Abby Becker and Lilly Gossin,Chloe Kimber and Richelle Reinhart,Ally Decker and Lila Gosslin,Cheyenne Kimball and Rachel Reinert,"They signed to open part of Taylor Swift's 2009 ""Fearless"" tour.",,https://www.funtrivia.com/quiz/music/country-ladies-304090.html
Question_MQ_Parsed_Culture_Normal_0126,Culture,Humanities,Normal,"""Oh, but he couldn't have done such a horrible thing! Science fiction fans don't do things like that!"" What fallacy does this claim commit?",No fallacy,Appeal to authority,No true Scotsman,Begging the question,No true Scotsman,"true Scotsman The canonical version of the ""no true Scotsman"" fallacy goes something like this: ""He couldn't have done that! No Scotsman would! What, you've got proof? That just means he isn't a TRUE Scotsman!"" You'd like to believe that no member of your group would commit certain deeds, but it can happen.",,https://www.funtrivia.com/quiz/humanities/know-your-logical-fallacies-419201.html
Question_MQ_Parsed_Culture_Normal_0127,Culture,Humanities,Normal,"""How do I know she's a thief? She steals! Thieves steal!"" What's the fallacy here?",No fallacy,Ad hominem,Begging the question,Straw man,Begging the question,"As a logical fallacy, it means assuming a point in order to support it. It's closely related to circular reasoning. This example isn't ad hominem, since if she steals, that would in fact establish she's a thief. The fallacy is in repeating the claim in a different form as if it proved it.",,https://www.funtrivia.com/quiz/humanities/know-your-logical-fallacies-419201.html
Question_MQ_Parsed_Culture_Normal_0128,Culture,Humanities,Normal,"""I don't know who committed the crime, but that doesn't mean he did!"" What fallacy does this statement commit?",No fallacy,Appeal to ignorance,Excluded middle,Appeal to authority,No fallacy,"If you don't know, you shouldn't leap to a conclusion. The term ""excluded middle"" is a messy one with two opposite meanings. It's sometimes used to mean that there's no middle ground between a clear, unambiguous statement being true or false. That's called the ""law of the excluded middle."" It's also used to mean the fallacy of denying that intermediate states can exist on a spectrum; the term ""false dichotomy"" is clearer.",,https://www.funtrivia.com/quiz/humanities/know-your-logical-fallacies-419201.html
Question_MQ_Parsed_Culture_Normal_0129,Culture,Humanities,Normal,"""Your wife's been having an affair behind your back! You don't think so? Prove that she hasn't!"" What fallacy does this exhibit?",Appeal to ignorance,Ad hominem,Appeal to emotion,No fallacy,Appeal to ignorance,"It's different from the burden of proof principle, which says you shouldn't accept an assertion as true until there's adequate evidence or reasoning behind it.",,https://www.funtrivia.com/quiz/humanities/know-your-logical-fallacies-419201.html
